% These files contain an estimate of the Atlantic Meridional Overturning Circulation (AMOC) volume and heat transports, computed using observations of
% temperature, salinity and subsurface velocity from the Argo array of profiling floats (DOI: 10.17882/42182#116315), and satellite-based observations
% of sea level from altimetry (DOI: 10.48670/moi-00148 and DOI: 10.48670/moi-00149).  The estimates are computed using the techniques of Willis (2010) 
% and Hobbs and Willis (2012). In addition, estimates of wind stress at the surface were estimated from European Center for Medium Range Weather 
% Forecast, ERA5 analysis (DOI: 10.24381/cds.143582cf).
%
% Note that in all files, although there are 12 time-steps per year, each time step represents a 3-month average, so the time series is over sampled.
%
%If you use these data please cite:
%
%Willis, J. K., and Hobbs, W. R., Atlantic Meridional Overturning Circulation Near 41N from Altimetry and Argo Observations. Dataset access [YYYY-MM-DD] at 10.5281/zenodo.8170366.
%
%References & Acknowledgements:
%
%Hobbs, W. R., and J. K. Willis (2012), Midlatitude North Atlantic heat transport: A time series based on satellite and drifter data. J. Geophys. Res., 117,
%C01008, doi:10.1029/2011JC007039.
%
%Willis, J. K. (2010), Can in situ floats and satellite altimeters detect long-term changes in Atlantic Ocean overturning?, Geophys.  Res. Lett., 37, 
%L06602, doi:10.1029/2010GL042372. http://www.agu.org/pubs/crossref/2010/2010GL042372.shtml
%
%This study has been conducted using E.U. Copernicus Marine Service Information; https://doi.org/10.48670/moi-00149  and https://doi.org/10.48670/moi-00148
%
%
%Column 1: Decimal year
%Column 2: Ekman Volume Transport (Sverdrups)
%Column 3: Northward Geostrophic Transport (Sverdrups)
%Column 4: Meridional Overturning Volume Transport (Sverdrups)
%Column 5: Meridional Overturning Heat Transport (PetaWatts)
%  Year,  Ekman (Sv),  Geos (Sv),  MOC (Sv),  MOC (PW)
   2.0033750e+03,  -2.1775944e+00,   1.2353834e+01,   1.0176186e+01,   4.2539290e-01
   2.0034583e+03,  -2.0121002e+00,   1.3186684e+01,   1.1174625e+01,   5.1454377e-01
   2.0035417e+03,  -1.9308645e+00,   1.4246934e+01,   1.2315988e+01,   5.9803933e-01
   2.0036250e+03,  -9.8694956e-01,   1.5518877e+01,   1.4531829e+01,   7.1635544e-01
   2.0037083e+03,  -4.2306519e-01,   1.5041257e+01,   1.4618120e+01,   7.0752662e-01
   2.0037917e+03,  -1.3529469e+00,   1.5040830e+01,   1.3687828e+01,   5.6281143e-01
   2.0038750e+03,  -2.1536760e+00,   1.4839844e+01,   1.2686217e+01,   4.2209971e-01
   2.0039583e+03,  -4.8775983e+00,   1.5908992e+01,   1.1031380e+01,   3.3764160e-01
   2.0040417e+03,  -4.8210754e+00,   1.6913140e+01,   1.2091988e+01,   3.2871157e-01
   2.0041250e+03,  -5.0023489e+00,   1.7980679e+01,   1.2978385e+01,   3.3734876e-01
   2.0042083e+03,  -2.8689337e+00,   1.7399590e+01,   1.4530662e+01,   4.8585206e-01
   2.0042917e+03,  -1.8224452e+00,   1.6559646e+01,   1.4737151e+01,   4.9700823e-01
   2.0043750e+03,  -1.3992858e+00,   1.5215698e+01,   1.3816333e+01,   5.2133656e-01
   2.0044583e+03,  -1.1617343e+00,   1.3822535e+01,   1.2660814e+01,   4.2230561e-01
   2.0045417e+03,  -1.6297473e+00,   1.4439270e+01,   1.2809570e+01,   4.4039628e-01
   2.0046250e+03,  -1.2144816e+00,   1.6316861e+01,   1.5102288e+01,   6.0546368e-01
   2.0047083e+03,  -6.0945165e-01,   1.7029744e+01,   1.6420179e+01,   7.3322284e-01
   2.0047917e+03,   1.3337953e-01,   1.6336537e+01,   1.6470001e+01,   7.6294512e-01
   2.0048750e+03,  -3.1807479e-01,   1.5988101e+01,   1.5669866e+01,   6.4067382e-01
   2.0049583e+03,  -1.1677115e+00,   1.6915124e+01,   1.5747412e+01,   6.8182552e-01
   2.0050417e+03,  -3.6791188e-01,   1.6059337e+01,   1.5691414e+01,   6.2283683e-01
   2.0051250e+03,  -1.1854179e+00,   1.5908264e+01,   1.4722810e+01,   5.1536226e-01
   2.0052083e+03,  -9.3072224e-01,   1.6746512e+01,   1.5815833e+01,   5.4972148e-01
   2.0052917e+03,  -2.0178967e+00,   1.6971501e+01,   1.4953447e+01,   5.3914565e-01
   2.0053750e+03,  -1.0077960e+00,   1.6498385e+01,   1.5490616e+01,   5.7915914e-01
   2.0054583e+03,  -9.5593441e-01,   1.4429834e+01,   1.3473962e+01,   5.0085974e-01
   2.0055417e+03,  -7.7619988e-01,   1.4007329e+01,   1.3231158e+01,   4.9295542e-01
   2.0056250e+03,  -7.0927662e-01,   1.4133549e+01,   1.3424230e+01,   5.0270176e-01
   2.0057083e+03,  -1.8656368e+00,   1.2629102e+01,   1.0763455e+01,   3.1286970e-01
   2.0057917e+03,  -2.0970585e+00,   1.3193885e+01,   1.1096832e+01,   3.0836672e-01
   2.0058750e+03,  -2.3359628e+00,   1.4915279e+01,   1.2579337e+01,   4.0807262e-01
   2.0059583e+03,  -2.5108597e+00,   1.7072523e+01,   1.4561620e+01,   5.1417041e-01
   2.0060417e+03,  -3.8210435e+00,   1.6209817e+01,   1.2388754e+01,   3.5796511e-01
   2.0061250e+03,  -5.2665529e+00,   1.5478813e+01,   1.0212206e+01,   2.1991977e-01
   2.0062083e+03,  -3.6347661e+00,   1.5826107e+01,   1.2191459e+01,   3.1967872e-01
   2.0062917e+03,  -2.4974914e+00,   1.5914144e+01,   1.3416823e+01,   3.3812398e-01
   2.0063750e+03,  -7.1329564e-01,   1.5697666e+01,   1.4984286e+01,   4.2834246e-01
   2.0064583e+03,  -1.4989345e+00,   1.5818364e+01,   1.4319400e+01,   4.3357372e-01
   2.0065417e+03,  -1.0502880e+00,   1.4043944e+01,   1.2993609e+01,   4.4606134e-01
   2.0066250e+03,  -1.7215155e+00,   1.4634794e+01,   1.2913270e+01,   4.2846003e-01
   2.0067083e+03,  -2.0590084e+00,   1.5359968e+01,   1.3301039e+01,   4.5124483e-01
   2.0067917e+03,  -2.6103120e+00,   1.6292368e+01,   1.3682017e+01,   4.4587988e-01
   2.0068750e+03,  -4.1291094e+00,   1.6965891e+01,   1.2836806e+01,   4.2806974e-01
   2.0069583e+03,  -4.6001458e+00,   1.6825222e+01,   1.2225002e+01,   4.2646879e-01
   2.0070417e+03,  -7.1899662e+00,   1.6433237e+01,   9.2431078e+00,   2.9109195e-01
   2.0071250e+03,  -6.0820589e+00,   1.7101762e+01,   1.1019683e+01,   3.4309730e-01
   2.0072083e+03,  -5.1659017e+00,   1.7461449e+01,   1.2295656e+01,   3.0790943e-01
   2.0072917e+03,  -2.7988119e+00,   1.7789761e+01,   1.4990932e+01,   3.6986756e-01
   2.0073750e+03,  -2.1573296e+00,   1.7082028e+01,   1.4924506e+01,   3.6938652e-01
   2.0074583e+03,  -2.2126930e+00,   1.4983619e+01,   1.2770976e+01,   3.3927450e-01
   2.0075417e+03,  -1.5465754e+00,   1.6461372e+01,   1.4914699e+01,   5.7570171e-01
   2.0076250e+03,  -9.6192968e-01,   1.6203652e+01,   1.5241802e+01,   6.7277122e-01
   2.0077083e+03,  -9.7511452e-01,   1.7827783e+01,   1.6852795e+01,   7.0393550e-01
   2.0077917e+03,  -4.5040163e-01,   1.6493261e+01,   1.6042791e+01,   6.7347127e-01
   2.0078750e+03,  -2.1835413e+00,   1.4688385e+01,   1.2504866e+01,   4.6350858e-01
   2.0079583e+03,  -3.2482433e+00,   1.5085128e+01,   1.1837028e+01,   3.6961523e-01
   2.0080417e+03,  -4.9367156e+00,   1.5261021e+01,   1.0324342e+01,   3.1556574e-01
   2.0081250e+03,  -4.0682397e+00,   1.5257966e+01,   1.1189606e+01,   3.1790113e-01
   2.0082083e+03,  -2.7154005e+00,   1.5459233e+01,   1.2744072e+01,   3.4311098e-01
   2.0082917e+03,  -2.1393552e+00,   1.5451094e+01,   1.3311697e+01,   3.8392982e-01
   2.0083750e+03,  -1.6062784e+00,   1.5762120e+01,   1.4156025e+01,   4.7061515e-01
   2.0084583e+03,  -1.6418997e+00,   1.5883332e+01,   1.4241330e+01,   4.9692771e-01
   2.0085417e+03,  -1.4917113e+00,   1.5437634e+01,   1.3945926e+01,   4.6725863e-01
   2.0086250e+03,  -7.1849114e-01,   1.7497800e+01,   1.6779444e+01,   6.5100539e-01
   2.0087083e+03,  -5.7252902e-01,   1.6180522e+01,   1.5607946e+01,   6.5409237e-01
   2.0087917e+03,   5.0659120e-01,   1.5347401e+01,   1.5854044e+01,   7.1907580e-01
   2.0088750e+03,  -1.0633348e+00,   1.3611684e+01,   1.2548558e+01,   5.7081348e-01
   2.0089583e+03,  -3.9215865e+00,   1.4605285e+01,   1.0683774e+01,   4.5351687e-01
   2.0090417e+03,  -6.2062435e+00,   1.4285902e+01,   8.0795717e+00,   2.2886582e-01
   2.0091250e+03,  -4.9734097e+00,   1.4192355e+01,   9.2190275e+00,   2.3713212e-01
   2.0092083e+03,  -2.7801895e+00,   1.4422513e+01,   1.1642508e+01,   3.8265985e-01
   2.0092917e+03,  -1.3434813e+00,   1.4425399e+01,   1.3081905e+01,   4.3791273e-01
   2.0093750e+03,  -1.8793209e+00,   1.3738945e+01,   1.1859503e+01,   4.2751461e-01
   2.0094583e+03,  -1.4842317e+00,   1.4291949e+01,   1.2807707e+01,   5.4701346e-01
   2.0095417e+03,  -1.7347155e+00,   1.4601667e+01,   1.2867014e+01,   5.2036214e-01
   2.0096250e+03,  -1.4698629e+00,   1.4855725e+01,   1.3385873e+01,   5.3854007e-01
   2.0097083e+03,  -2.2726898e+00,   1.2084470e+01,   9.8118591e+00,   2.7606964e-01
   2.0097917e+03,  -3.3308733e+00,   7.2109831e+00,   3.8801131e+00,  -4.0985800e-02
   2.0098750e+03,  -4.6364284e+00,   7.4519245e+00,   2.8154755e+00,  -7.1467184e-02
   2.0099583e+03,  -4.9093781e+00,   1.0106495e+01,   5.1970639e+00,   1.2242965e-01
   2.0100417e+03,  -5.4946647e+00,   1.5068179e+01,   9.5735741e+00,   3.1771082e-01
   2.0101250e+03,  -4.3687577e+00,   1.5559698e+01,   1.1190864e+01,   4.1171074e-01
   2.0102083e+03,  -2.9517040e+00,   1.5574726e+01,   1.2623024e+01,   4.9317285e-01
   2.0102917e+03,  -1.6423802e+00,   1.5724153e+01,   1.4081834e+01,   5.1149195e-01
   2.0103750e+03,  -1.9923569e+00,   1.4317106e+01,   1.2324697e+01,   4.2337266e-01
   2.0104583e+03,  -2.2020011e+00,   1.4318242e+01,   1.2116245e+01,   4.4723657e-01
   2.0105417e+03,  -1.5469575e+00,   1.3730952e+01,   1.2183980e+01,   4.7638220e-01
   2.0106250e+03,  -1.1793140e+00,   1.3314100e+01,   1.2134763e+01,   4.1993991e-01
   2.0107083e+03,  -2.0710871e+00,   1.2172544e+01,   1.0101406e+01,   3.4292293e-01
   2.0107917e+03,  -1.7860761e+00,   1.1148353e+01,   9.3622742e+00,   3.1030479e-01
   2.0108750e+03,  -1.3487670e+00,   1.2095039e+01,   1.0746291e+01,   3.8289365e-01
   2.0109583e+03,  -1.8203528e+00,   1.3497607e+01,   1.1677274e+01,   4.0178132e-01
   2.0110417e+03,  -5.2738528e+00,   1.5421557e+01,   1.0147556e+01,   2.8878394e-01
   2.0111250e+03,  -5.6343608e+00,   1.5180174e+01,   9.5457964e+00,   2.4122469e-01
   2.0112083e+03,  -4.4854808e+00,   1.4875434e+01,   1.0389896e+01,   2.8046915e-01
   2.0112917e+03,  -5.9472424e-01,   1.4544175e+01,   1.3949507e+01,   4.5295906e-01
   2.0113750e+03,  -5.7897967e-01,   1.3455393e+01,   1.2876377e+01,   4.7815067e-01
   2.0114583e+03,  -5.1331079e-01,   1.4952052e+01,   1.4438694e+01,   6.4844775e-01
   2.0115417e+03,  -1.4916806e+00,   1.3549311e+01,   1.2057696e+01,   5.4476774e-01
   2.0116250e+03,  -1.7623662e+00,   1.3835598e+01,   1.2073226e+01,   4.8725653e-01
   2.0117083e+03,  -2.3105252e+00,   1.4245731e+01,   1.1935303e+01,   3.8950145e-01
   2.0117917e+03,  -3.4141428e+00,   1.4604552e+01,   1.1190357e+01,   2.5926623e-01
   2.0118750e+03,  -3.5424571e+00,   1.6730922e+01,   1.3188496e+01,   4.3506569e-01
   2.0119583e+03,  -3.4671500e+00,   1.6885887e+01,   1.3418724e+01,   5.3598881e-01
   2.0120417e+03,  -2.7917178e+00,   1.6714211e+01,   1.3922423e+01,   6.1680186e-01
   2.0121250e+03,  -3.3641574e+00,   1.5857057e+01,   1.2492918e+01,   4.6815360e-01
   2.0122083e+03,  -2.8087404e+00,   1.4543447e+01,   1.1734768e+01,   4.4445503e-01
   2.0122917e+03,  -2.0475838e+00,   1.4198745e+01,   1.2151154e+01,   4.8606843e-01
   2.0123750e+03,  -1.3209386e+00,   1.2338575e+01,   1.1017623e+01,   4.0705338e-01
   2.0124583e+03,  -1.3409873e+00,   1.2327680e+01,   1.0986619e+01,   4.0688238e-01
   2.0125417e+03,  -1.5610375e+00,   1.1871118e+01,   1.0309982e+01,   3.5338187e-01
   2.0126250e+03,  -5.3673202e-01,   1.2086242e+01,   1.1549540e+01,   4.1769791e-01
   2.0127083e+03,  -4.6981245e-01,   1.2743285e+01,   1.2273392e+01,   4.6068865e-01
   2.0127917e+03,  -3.8396907e-01,   1.3736683e+01,   1.3352662e+01,   5.6363231e-01
   2.0128750e+03,  -2.5533454e+00,   1.4972718e+01,   1.2419412e+01,   5.4443866e-01
   2.0129583e+03,  -4.6826196e+00,   1.4783127e+01,   1.0100538e+01,   3.5026452e-01
   2.0130417e+03,  -6.1402721e+00,   1.3151578e+01,   7.0112791e+00,   1.2286170e-01
   2.0131250e+03,  -5.0840759e+00,   1.3347976e+01,   8.2639799e+00,   1.3919240e-01
   2.0132083e+03,  -3.0331533e+00,   1.4342322e+01,   1.1309037e+01,   3.5454875e-01
   2.0132917e+03,  -1.0418845e+00,   1.5815565e+01,   1.4773790e+01,   4.9643540e-01
   2.0133750e+03,  -1.0125957e+00,   1.5312450e+01,   1.4299925e+01,   4.9181294e-01
   2.0134583e+03,  -9.0034956e-01,   1.4285069e+01,   1.3384713e+01,   4.9087611e-01
   2.0135417e+03,  -1.3256776e+00,   1.3067823e+01,   1.1742123e+01,   4.2160955e-01
   2.0136250e+03,  -1.0260068e+00,   1.3169101e+01,   1.2143081e+01,   4.1677344e-01
   2.0137083e+03,  -2.2036259e+00,   1.2809150e+01,   1.0605510e+01,   2.9240942e-01
   2.0137917e+03,  -2.4770236e+00,   1.2946924e+01,   1.0469932e+01,   2.9248285e-01
   2.0138750e+03,  -4.5342803e+00,   1.4477599e+01,   9.9433298e+00,   2.6476139e-01
   2.0139583e+03,  -6.1953278e+00,   1.5361630e+01,   9.1663618e+00,   2.4446873e-01
   2.0140417e+03,  -8.7929115e+00,   1.4479815e+01,   5.6869440e+00,   6.0221080e-02
   2.0141250e+03,  -7.5416946e+00,   1.3060814e+01,   5.5190897e+00,   1.1341667e-02
   2.0142083e+03,  -4.9697866e+00,   1.3486986e+01,   8.5171804e+00,   1.9505957e-01
   2.0142917e+03,  -2.3159685e+00,   1.5066167e+01,   1.2750242e+01,   4.0006009e-01
   2.0143750e+03,  -1.8165072e+00,   1.5187402e+01,   1.3370889e+01,   5.3480828e-01
   2.0144583e+03,  -1.4829943e+00,   1.4969110e+01,   1.3486075e+01,   4.7854847e-01
   2.0145417e+03,  -1.5062404e+00,   1.2794893e+01,   1.1288745e+01,   3.6949497e-01
   2.0146250e+03,  -9.9696112e-01,   1.2257004e+01,   1.1259994e+01,   3.7621900e-01
   2.0147083e+03,  -1.6348170e+00,   1.2622226e+01,   1.0987405e+01,   3.6246759e-01
   2.0147917e+03,  -3.1459563e+00,   1.5722771e+01,   1.2576760e+01,   4.5633760e-01
   2.0148750e+03,  -2.7296958e+00,   1.3419393e+01,   1.0689747e+01,   4.4294292e-01
   2.0149583e+03,  -3.3697896e+00,   1.3053697e+01,   9.6839542e+00,   3.9641744e-01
   2.0150417e+03,  -2.5306194e+00,   6.7531129e+00,   4.2225399e+00,   6.7115843e-02
   2.0151250e+03,  -4.3323307e+00,   9.9667717e+00,   5.6344366e+00,   8.0933288e-02
   2.0152083e+03,  -3.9865637e+00,   1.1950101e+01,   7.9636111e+00,   1.5252291e-01
   2.0152917e+03,  -3.1752362e+00,   1.5433799e+01,   1.2258618e+01,   3.2265028e-01
   2.0153750e+03,  -2.0371490e+00,   1.4759190e+01,   1.2722175e+01,   3.9375830e-01
   2.0154583e+03,  -1.5680375e+00,   1.3432480e+01,   1.1864498e+01,   4.4031307e-01
   2.0155417e+03,  -1.5193378e+00,   1.3998550e+01,   1.2479254e+01,   5.6154066e-01
   2.0156250e+03,  -1.5105280e+00,   1.0938834e+01,   9.4282703e+00,   4.1881728e-01
   2.0157083e+03,  -1.3461958e+00,   1.0957252e+01,   9.6109304e+00,   4.6199957e-01
   2.0157917e+03,  -1.8747326e+00,   1.0765009e+01,   8.8903465e+00,   3.6997768e-01
   2.0158750e+03,  -4.3074632e+00,   1.3938613e+01,   9.6311445e+00,   3.1277534e-01
   2.0159583e+03,  -5.9612155e+00,   1.5467495e+01,   9.5063162e+00,   3.1441548e-01
   2.0160417e+03,  -6.7351174e+00,   1.7298425e+01,   1.0563398e+01,   4.1748533e-01
   2.0161250e+03,  -5.2215161e+00,   1.6355488e+01,   1.1133985e+01,   4.4797689e-01
   2.0162083e+03,  -3.5841179e+00,   1.5144971e+01,   1.1560957e+01,   4.2003009e-01
   2.0162917e+03,  -3.0980117e+00,   1.4727963e+01,   1.1630005e+01,   3.8173294e-01
   2.0163750e+03,  -2.4829168e+00,   1.5379809e+01,   1.2896992e+01,   4.9735883e-01
   2.0164583e+03,  -2.3552127e+00,   1.5647532e+01,   1.3292311e+01,   5.3438359e-01
   2.0165417e+03,  -1.5742210e+00,   1.3491424e+01,   1.1917194e+01,   5.3367865e-01
   2.0166250e+03,  -1.5122993e+00,   1.0162561e+01,   8.6503305e+00,   3.9202139e-01
   2.0167083e+03,  -1.1113456e+00,   9.0696358e+00,   7.9582787e+00,   3.4065405e-01
   2.0167917e+03,  -9.1575056e-01,   9.8817961e+00,   8.9660120e+00,   4.5702326e-01
   2.0168750e+03,  -2.2361908e+00,   1.1326275e+01,   9.0899506e+00,   4.8533130e-01
   2.0169583e+03,  -3.2543514e+00,   1.4236146e+01,   1.0981780e+01,   5.2727813e-01
   2.0170417e+03,  -5.5352945e+00,   1.5610390e+01,   1.0075070e+01,   3.9631462e-01
   2.0171250e+03,  -5.8926253e+00,   1.7508253e+01,   1.1615682e+01,   3.3272037e-01
   2.0172083e+03,  -4.7223039e+00,   1.7588283e+01,   1.2865886e+01,   3.8224620e-01
   2.0172917e+03,  -3.4292448e+00,   1.5756569e+01,   1.2327434e+01,   4.2702392e-01
   2.0173750e+03,  -1.9648068e+00,   1.6246077e+01,   1.4281125e+01,   5.9308988e-01
   2.0174583e+03,  -2.6613767e+00,   1.3112761e+01,   1.0451395e+01,   3.9981824e-01
   2.0175417e+03,  -1.8046157e+00,   1.3612098e+01,   1.1807463e+01,   4.1977024e-01
   2.0176250e+03,  -1.4523444e+00,   1.2569398e+01,   1.1117067e+01,   3.1553486e-01
   2.0177083e+03,  -1.6798816e+00,   1.5046103e+01,   1.3366234e+01,   5.3046441e-01
   2.0177917e+03,  -1.5072569e+00,   1.4177237e+01,   1.2670107e+01,   5.1742059e-01
   2.0178750e+03,  -2.5431080e+00,   1.3949303e+01,   1.1406189e+01,   4.4222003e-01
   2.0179583e+03,  -3.6022172e+00,   1.4734483e+01,   1.1132256e+01,   5.0776523e-01
   2.0180417e+03,  -4.7251253e+00,   1.5653230e+01,   1.0928072e+01,   4.8758349e-01
   2.0181250e+03,  -4.4477353e+00,   1.5919614e+01,   1.1471808e+01,   3.9488736e-01
   2.0182083e+03,  -4.5297236e+00,   1.5490956e+01,   1.0961326e+01,   3.9488253e-01
   2.0182917e+03,  -3.9065285e+00,   1.4970347e+01,   1.1063772e+01,   4.2531183e-01
   2.0183750e+03,  -3.2200928e+00,   1.5135379e+01,   1.1915334e+01,   5.2063704e-01
   2.0184583e+03,  -1.5983487e+00,   1.2277454e+01,   1.0679227e+01,   4.1408560e-01
   2.0185417e+03,  -1.1632420e+00,   1.3444027e+01,   1.2280638e+01,   5.2246398e-01
   2.0186250e+03,  -1.7442858e-01,   1.4213201e+01,   1.4038677e+01,   7.1935922e-01
   2.0187083e+03,  -3.2013130e-01,   1.4719349e+01,   1.4399128e+01,   7.1392018e-01
   2.0187917e+03,  -3.2176528e+00,   1.3703283e+01,   1.0485516e+01,   5.2250665e-01
   2.0188750e+03,  -5.8582902e+00,   1.3953020e+01,   8.0946808e+00,   4.2833480e-01
   2.0189583e+03,  -5.9785790e+00,   1.5987784e+01,   1.0009040e+01,   5.4195505e-01
   2.0190417e+03,  -6.0413637e+00,   1.5839590e+01,   9.7982721e+00,   4.1895580e-01
   2.0191250e+03,  -4.5111160e+00,   1.5505554e+01,   1.0994467e+01,   3.3995336e-01
   2.0192083e+03,  -5.4880848e+00,   1.4698199e+01,   9.2101641e+00,   2.3592538e-01
   2.0192917e+03,  -3.3442163e+00,   1.4929464e+01,   1.1585084e+01,   3.8662168e-01
   2.0193750e+03,  -3.1806381e+00,   1.3786204e+01,   1.0605463e+01,   3.6680686e-01
   2.0194583e+03,  -2.2614737e+00,   1.4878624e+01,   1.2617218e+01,   5.2645296e-01
   2.0195417e+03,  -1.5804584e+00,   1.5714205e+01,   1.4133740e+01,   6.6535324e-01
   2.0196250e+03,  -1.2786376e+00,   1.7154540e+01,   1.5875834e+01,   7.3869681e-01
   2.0197083e+03,  -9.7724342e-01,   1.5587057e+01,   1.4609928e+01,   5.9316665e-01
   2.0197917e+03,  -2.3460767e+00,   1.4977148e+01,   1.2631057e+01,   4.5433238e-01
   2.0198750e+03,  -4.8682914e+00,   1.4376554e+01,   9.5082855e+00,   2.6323614e-01
   2.0199583e+03,  -6.1115527e+00,   1.5805155e+01,   9.6935940e+00,   4.2216897e-01
   2.0200417e+03,  -6.3299885e+00,   1.6186161e+01,   9.8561916e+00,   4.6027017e-01
   2.0201250e+03,  -4.4176073e+00,   1.6151494e+01,   1.1733910e+01,   4.9462023e-01
   2.0202083e+03,  -3.4303596e+00,   1.4908197e+01,   1.1477832e+01,   4.5597252e-01
   2.0202917e+03,  -2.6885240e+00,   1.6956504e+01,   1.4268092e+01,   5.6452835e-01
   2.0203750e+03,  -2.1436338e+00,   1.8214816e+01,   1.6071100e+01,   6.6546869e-01
   2.0204583e+03,  -1.8249036e+00,   1.3860300e+01,   1.2035387e+01,   4.8575920e-01
   2.0205417e+03,  -1.1624335e+00,   1.2415084e+01,   1.1252702e+01,   4.9043748e-01
   2.0206250e+03,  -6.0374564e-01,   1.1048996e+01,   1.0445126e+01,   5.0320911e-01
   2.0207083e+03,  -7.7349669e-01,   1.3312414e+01,   1.2538871e+01,   5.9944588e-01
   2.0207917e+03,  -9.9401671e-01,   1.3579086e+01,   1.2584994e+01,   4.9779531e-01
   2.0208750e+03,  -2.8638361e+00,   1.6223758e+01,   1.3359922e+01,   5.7300770e-01
   2.0209583e+03,  -3.6583788e+00,   1.6318107e+01,   1.2659778e+01,   5.9312749e-01
   2.0210417e+03,  -6.6009965e+00,   1.4686650e+01,   8.0855989e+00,   2.3118185e-01
   2.0211250e+03,  -6.2894063e+00,   1.3363176e+01,   7.0738106e+00,   1.2095299e-01
   2.0212083e+03,  -5.2118359e+00,   1.4871563e+01,   9.6597128e+00,   2.0545836e-01
   2.0212917e+03,  -2.5993237e+00,   1.6346186e+01,   1.3747001e+01,   4.9627489e-01
   2.0213750e+03,  -1.8384050e+00,   1.6673951e+01,   1.4835659e+01,   5.6892210e-01
   2.0214583e+03,  -2.3164713e+00,   1.5489945e+01,   1.3173529e+01,   5.3487754e-01
   2.0215417e+03,  -1.7464505e+00,   1.3836891e+01,   1.2090450e+01,   5.1981133e-01
   2.0216250e+03,  -1.4536710e+00,   1.3017607e+01,   1.1563882e+01,   4.6521315e-01
   2.0217083e+03,  -1.6540754e+00,   1.1802143e+01,   1.0148113e+01,   3.4841245e-01
   2.0217917e+03,  -8.9538074e-01,   1.0510106e+01,   9.6147499e+00,   3.9635858e-01
   2.0218750e+03,  -3.0243196e+00,   1.2963871e+01,   9.9394894e+00,   4.6153289e-01
   2.0219583e+03,  -2.6340873e+00,   1.3939016e+01,   1.1304920e+01,   5.3112477e-01
