timesteps,base,flex+1,flex+2,flex+3
01/01/2024 00:00,1309.805576,747.9213701,561.9512647,365.7444376
01/01/2024 01:00,1253.880401,715.9871394,537.9574573,350.1281339
01/01/2024 02:00,1204.729741,687.9212723,516.8701476,336.4035163
01/01/2024 03:00,1175.732552,671.3633818,504.4293646,328.3064668
01/01/2024 04:00,1131.627346,646.1785552,485.5067268,315.99072
01/01/2024 05:00,1050.304828,599.742008,450.6165933,293.2825724
01/01/2024 06:00,1050.900079,600.081906,450.871976,293.4487875
01/01/2024 07:00,1068.445787,610.1008055,458.3996834,298.3481752
01/01/2024 08:00,1134.546906,647.8456742,486.7593179,316.8059655
01/01/2024 09:00,1211.957779,692.0486057,519.9712226,338.4218424
01/01/2024 10:00,1297.07856,740.6540261,556.4909405,362.1906006
01/01/2024 11:00,1329.307107,759.0570774,570.3180865,371.1899606
01/01/2024 12:00,1311.733053,749.0219923,562.778218,366.2826579
01/01/2024 13:00,1297.503738,740.8968105,556.6733567,362.3093257
01/01/2024 14:00,1294.86763,739.3915477,555.5423764,361.5732303
01/01/2024 15:00,1339.879884,765.0943142,574.8541687,374.1422572
01/01/2024 16:00,1456.860724,831.8923729,625.0429386,406.8074803
01/01/2024 17:00,1478.629875,844.3229299,634.3826467,412.8862037
01/01/2024 18:00,1455.330081,831.0183493,624.3862404,406.3800701
01/01/2024 19:00,1404.110217,801.7709318,602.411172,392.0776572
01/01/2024 20:00,1385.317317,791.0398649,594.3483771,386.8300092
01/01/2024 21:00,1402.097704,800.6217527,601.5477354,391.5156918
01/01/2024 22:00,1331.37631,760.2386278,571.2058452,371.7677559
01/01/2024 23:00,1245.745315,711.3418661,534.4672278,347.8565277
