dof,H10 relative error,L2 relative error
256,0.7443527484796613,0.166148344275365
961,0.48935661025576344,0.06149028413578124
3721,0.3583668090166133,0.022071545297568003
14641,0.24765920603538844,0.007494439501627963
58081,0.17395711458500834,0.0025558032367303824
