 1CH2       O2                                          H          OH         CO                                4.651e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 3CH2       O2                                          CO2        H          H                                 4.385e-12  0.000e+00  7.541e+02  2.000e+00  1.000e+02
 3CH2       O3P                                         CO         H          H                                 8.306e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CH3OO      CH3OO                                       H2CO       CH3OH      O2                                5.166e-10 -1.610e+00 -5.284e+02  2.000e+00  1.000e+02
 CH3OO      CH3OO                                       O2         CH3O       CH3O                              2.326e-08 -1.610e+00  9.351e+02  2.000e+00  1.000e+02
 HCOH       O2                                          CO2        H          OH                                8.306e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HCOH       O3P                                         CO2        H          H                                 8.306e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HCOH       O3P                                         CO         OH         H                                 4.983e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HCO        OOH                                         CO2        H          OH                                4.983e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HCO        HCO                                         H2         CO         CO                                4.983e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HOCHO      H                                           H2         CO2        H                                 7.043e-18  2.100e+00  2.447e+03  2.000e+00  1.000e+02
 HOCHO      H                                           H2         CO         OH                                1.002e-10 -3.500e-01  1.502e+03  2.000e+00  1.000e+02
 HOCHO      O3P                                         CO         OH         OH                                2.940e-06 -1.900e+00  1.496e+03  2.000e+00  1.000e+02
 HOCHO      OH                                          H2O        CO2        H                                 4.352e-18  2.060e+00  4.605e+02  2.000e+00  1.000e+02
 HOCHO      OH                                          H2O        CO         OH                                3.073e-17  1.510e+00 -4.837e+02  2.000e+00  1.000e+02
 HOCHO      CH3                                         CH4        CO         OH                                6.478e-31  5.800e+00  1.106e+03  2.000e+00  1.000e+02
 HOCHO      OOH                                         H2O2       CO         OH                                1.661e-12  0.000e+00  5.993e+03  2.000e+00  1.000e+02
 CHCO       OH                                          H2         CO         CO                                1.661e-10  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CHCO       O3P                                         H          CO         CO                                1.329e-10  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CHCO       O2                                          OH         CO         CO                                3.173e-13 -2.000e-02  5.128e+02  2.000e+00  1.000e+02
 CHCO       O2                                          CO2        CO         H                                 7.940e-12 -1.420e-01  5.782e+02  2.000e+00  1.000e+02
 CH3OCH2O2  CH3OCH2O2                                   O2         CH3OCH2O   CH3OCH2O                          2.570e-01 -4.500e+00  0.000e+00  2.000e+00  1.000e+02
 CHOCHO     OH                                          HCO        CO         H2O                               1.019e-19  2.650e+00 -2.306e+03  2.000e+00  1.000e+02
 NH2        N4S                                         N2         H          H                                 1.163e-10  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NO2        NO2                                         NO         NO         O2                                7.475e-12  0.000e+00  1.388e+04  2.000e+00  1.000e+02
 HONO       HONO                                        NO         NO2        H2O                               5.814e-25  3.640e+00  6.104e+03  2.000e+00  1.000e+02
 NO3        OOH                                         NO2        O2         OH                                2.492e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NO3        NO2                                         NO         NO2        O2                                8.306e-14  0.000e+00  1.478e+03  2.000e+00  1.000e+02
 N2H3       O3P                                         NH2        NO         H                                 4.983e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 H2NN       OH                                          NH2        NO         H                                 3.322e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 H2NN       OOH                                         NH2        NO         OH                                1.495e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HCN        N2                                          H          CN         N2                                5.980e+02 -2.600e+00  6.279e+04  2.000e+00  1.000e+02
 HCNO       NCO                                         HCN        NO         CO                                1.595e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NCO        OH                                          H          CO         NO                                1.379e-11 -5.000e-02  9.071e+03  2.000e+00  1.000e+02
 NCO        NO2                                         CO         NO         NO                                4.153e-13  0.000e+00 -3.555e+02  2.000e+00  1.000e+02
 NCO        NCO                                         CO         CO         N2                                2.990e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HCO        NO2                                         NO         CO2        H                                 3.821e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 HCO        NO2                                         NO         CO         OH                                8.306e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 1C2H4OH    NO2                                         H2CO       CH2OH      NO                                1.163e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 SC2H4OH    NO2                                         H2CO       CH2OH      NO                                1.163e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CH3CO      NO2                                         CH3        CO2        NO                                2.492e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NCN        NCN                                         CN         CN         N2                                6.146e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NCNOH      O3P                                         NCNO       OH                                           1.993e-10  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NCNOH      OH                                          NCNO       H2O                                          9.967e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NCNO       H                                           HNC        NO                                           9.967e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 NCNO       O3P                                         NCO        NO                                           9.967e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 C2H5NO     H                                           C2H4       NO         H2                                1.628e-10  0.000e+00  4.636e+03  2.000e+00  1.000e+02
 C2H5NO     O3P                                         C2H4       NO         OH                                1.827e-31  6.500e+00  1.378e+02  2.000e+00  1.000e+02
 C2H5NO     OH                                          C2H4       NO         H2O                               1.528e-17  2.000e+00  4.977e+02  2.000e+00  1.000e+02
 C2H5NO     OOH                                         C2H4       NO         H2O2                              1.827e-19  2.500e+00  8.472e+03  2.000e+00  1.000e+02
 C2H5NO     O2                                          C2H4       NO         OOH                               1.213e-18  2.500e+00  2.472e+04  2.000e+00  1.000e+02
 CH3NO2     H                                           H2CO       H2         NO                                2.326e-13  0.000e+00  9.553e+02  2.000e+00  1.000e+02
 CH2CH2NH2  OOH                                         H2CO       OH         CH2NH2                            3.987e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CH3CHNH2   OOH                                         CH3        OH         H2NCHO                            3.987e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CH2CHNH    O2                                          H2CO       CO         NH2                               9.468e-07 -1.757e+00  5.564e+03  2.000e+00  1.000e+02
 CH3CNH     O2                                          H2CO       CO         NH2                               3.156e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CH2CHN(S)  O3P                                         HCO        HCN        H                                 4.983e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CH2CHN(S)  OH                                          H2CO       HCN        H                                 4.983e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 c-C2H3N    O3P                                         H2CN       HCO                                          1.661e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 c-C2H3N    O3P                                         C2H3       NO                                           1.661e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 c-C2H3N    OH                                          H2CN       H2CO                                         8.306e-12  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CHCNH      O3P                                         H          CO         HNC                               1.661e-10  0.000e+00  0.000e+00  2.000e+00  1.000e+02
 CHCNH      O2                                          HNC        CO         OH                                2.658e-13 -2.000e-02  5.128e+02  2.000e+00  1.000e+02
 CHCNH      O2                                          HNC        HCO        O3P                               3.654e-22  2.690e+00  1.780e+03  2.000e+00  1.000e+02
 CH3NCH     O3P                                         CH3        NCO        H                                 1.163e-10  0.000e+00  0.000e+00  2.000e+00  1.000e+02
