dataset,preset,baseline_precision,baseline_recall,baseline_f1,layered_precision,layered_recall,layered_f1,activation_rate,energy_savings_pct,notes
financial,aggressive,0.22018348623853212,0.1643835616438356,0.18823529411764703,1.0,0.1643835616438356,0.2823529411764706,0.0545,90.09009433962264,"layer test precision=1.000, recall=1.000, f1=1.000, n_test=32, threshold=0.958"
network_security,aggressive,0.4605263157894737,0.23333333333333334,0.30973451327433627,1.0,0.23333333333333334,0.37837837837837834,0.06333333333333334,89.24842767295598,"layer test precision=1.000, recall=1.000, f1=1.000, n_test=22, threshold=0.825"
iot_sensors,auto_tuned,0.6696428571428571,0.5,0.5725190839694656,1.0,0.5,0.6666666666666666,0.07466666666666667,88.1685534591195,"layer test precision=1.000, recall=1.000, f1=1.000, n_test=33, threshold=0.719"
mitbih_ecg,auto_tuned,0.33995000735186004,0.21798981708466905,0.26564025966565175,1.0,0.21798981708466905,0.35795014708159156,0.06754461758484046,88.84716379616144,"layer test precision=1.000, recall=1.000, f1=1.000, n_test=2040, threshold=0.979"
