dof,H10 relative error,L2 relative error
256,0.7419256833926858,0.16496654327617213
961,0.48716325601312593,0.06122775536152821
3721,0.34828853620834443,0.021492585016378275
14641,0.24418269702440784,0.007383590501018019
58081,0.17269781923096258,0.002538343863692002
